ID,3大都市圏か否か,世帯人員,就業人員,住居の所有関係,就業・非就業の別,年齢階級（5歳階級）,年齢階級（65歳未満か否か）,集計用乗率,年間収入（円）,消費支出額（合計）,食費,住居費,光熱・水道費,家具・家事用品費,被服及び履物費,保健医療費,交通・通信費,教育費,教養娯楽費,その他の消費支出
A123,0_3大都市圏以外,2_2人,1_1人以下,1_持ち家,1_就業,6_50〜54歳,1_65歳未満,579.9464286,"6,344,921","213,744","38,707",630,"14,929","1,717","1,343","20,951","11,297",546,"25,620","98,000"
A124,0_3大都市圏以外,2_2人,1_1人以下,1_持ち家,1_就業,6_50〜54歳,1_65歳未満,579.9464286,"6,293,702","384,765","92,597","1,176","30,128","5,738","23,857","2,993","39,070","19,481","34,013","135,707"
A125,0_3大都市圏以外,2_2人,1_1人以下,1_持ち家,1_就業,6_50〜54歳,1_65歳未満,579.9464286,"6,551,059","424,589","67,771","5,930","28,392","9,381","1,339","15,607","33,440",793,"16,850","245,081"
A126,0_3大都市圏以外,2_2人,1_1人以下,1_持ち家,1_就業,6_50〜54歳,1_65歳未満,579.9464286,"6,520,832","299,632","74,779","10,245","16,202","1,044","24,841","20,734","8,598",706,"6,887","135,593"
A127,0_3大都市圏以外,2_2人,1_1人以下,1_持ち家,1_就業,6_50〜54歳,1_65歳未満,579.9464286,"7,001,001","218,571","58,250",735,"15,779","4,625","3,325","2,470","39,477","1,011","20,782","72,111"
A128,0_3大都市圏以外,2_2人,1_1人以下,1_持ち家,1_就業,6_50〜54歳,1_65歳未満,579.9464286,"6,494,756","184,981","54,666","1,452","15,000",938,"4,126",591,"26,820","2,800","29,239","49,343"
A129,0_3大都市圏以外,2_2人,1_1人以下,1_持ち家,1_就業,6_50〜54歳,1_65歳未満,579.9464286,"6,886,749","672,408","56,105","5,732","13,958","8,175","15,732","1,512","25,721",386,"10,468","534,614"
A130,0_3大都市圏以外,2_2人,1_1人以下,1_持ち家,1_就業,6_50〜54歳,1_65歳未満,579.9464286,"6,554,947","361,324","66,498",926,"17,226","9,496","16,905","33,197","40,880","1,289","16,215","158,688"
A131,0_3大都市圏以外,2_2人,1_1人以下,1_持ち家,1_就業,6_50〜54歳,1_65歳未満,579.9464286,"6,392,541","287,508","67,130",142,"10,949","43,445","11,821","2,858","23,178","1,334","47,996","78,651"
A132,0_3大都市圏以外,2_2人,1_1人以下,1_持ち家,1_就業,6_50〜54歳,1_65歳未満,579.9464286,"6,933,190","249,266","73,757","3,796","17,187","10,471","7,611","5,509","38,184","36,249","12,367","44,130"
A133,0_3大都市圏以外,2_2人,1_1人以下,1_持ち家,1_就業,6_50〜54歳,1_65歳未満,579.9464286,"6,570,371","376,135","62,303",849,"17,080","3,324","58,849","14,778","143,507","1,321","31,589","42,531"
A134,0_3大都市圏以外,2_2人,1_1人以下,1_持ち家,1_就業,6_50〜54歳,1_65歳未満,579.9464286,"7,057,628","170,603","30,440",517,"9,127","7,220","3,932","6,802","83,892",183,"17,399","11,086"
A135,0_3大都市圏以外,2_2人,1_1人以下,1_持ち家,1_就業,6_50〜54歳,1_65歳未満,579.9464286,"6,424,976","166,746","71,628",96,"15,115","14,048","4,962","2,168","20,294",419,"13,437","24,575"
A136,0_3大都市圏以外,2_2人,1_1人以下,1_持ち家,1_就業,6_50〜54歳,1_65歳未満,579.9464286,"6,168,794","156,985","54,291","2,449","12,406","2,875","3,073","16,922","11,292","2,143","16,512","35,017"
A137,0_3大都市圏以外,2_2人,1_1人以下,1_持ち家,1_就業,6_50〜54歳,1_65歳未満,579.9464286,"6,667,201","423,674","55,603","3,290","16,393","19,739",861,"1,283","57,434","211,830","27,313","29,924"
A138,0_3大都市圏以外,2_2人,1_1人以下,1_持ち家,1_就業,6_50〜54歳,1_65歳未満,579.9464286,"6,229,456","272,265","96,975",330,"22,004","11,454","20,156","15,099","49,226","2,581","18,693","35,743"
A139,0_3大都市圏以外,2_2人,1_1人以下,1_持ち家,1_就業,7_55〜59歳,1_65歳未満,584.0153453,"6,292,334","248,196","35,362","21,477","14,087","7,058","5,313","2,532","18,443",0,"26,442","117,478"
A140,0_3大都市圏以外,2_2人,1_1人以下,1_持ち家,1_就業,7_55〜59歳,1_65歳未満,584.0153453,"6,890,754","143,994","72,505","4,400","21,980","3,702","2,614","3,439","15,325",0,"8,310","11,714"
A141,0_3大都市圏以外,2_2人,1_1人以下,1_持ち家,1_就業,7_55〜59歳,1_65歳未満,584.0153453,"6,450,706","204,297","64,467","3,602","25,895","5,984",702,"3,896","46,005",0,"33,321","20,420"
A142,0_3大都市圏以外,2_2人,1_1人以下,1_持ち家,1_就業,7_55〜59歳,1_65歳未満,584.0153453,"6,313,554","107,928","25,822",884,"12,260","3,938","6,244","14,189","3,686",0,"24,314","16,588"
A143,0_3大都市圏以外,2_2人,1_1人以下,1_持ち家,1_就業,7_55〜59歳,1_65歳未満,584.0153453,"6,811,121","257,878","79,878","1,664","8,709","18,690","21,792","25,622","16,818",0,"13,023","71,677"
A144,0_3大都市圏以外,2_2人,1_1人以下,1_持ち家,1_就業,7_55〜59歳,1_65歳未満,584.0153453,"6,887,046","205,380","82,606","17,241","20,315","6,138","4,581","4,295","28,030",0,"15,294","26,875"
A145,0_3大都市圏以外,2_2人,1_1人以下,1_持ち家,1_就業,7_55〜59歳,1_65歳未満,584.0153453,"7,039,206","375,592","52,131",235,"16,238","4,531","12,459","2,568","133,685",0,"106,634","47,107"
A146,0_3大都市圏以外,2_2人,1_1人以下,1_持ち家,1_就業,7_55〜59歳,1_65歳未満,584.0153453,"5,959,795","251,208","84,582","2,503","22,418","12,182","4,203","30,184","57,113",0,"22,409","15,610"
A147,0_3大都市圏以外,2_2人,1_1人以下,1_持ち家,1_就業,7_55〜59歳,1_65歳未満,584.0153453,"7,040,385","230,550","70,026","3,273","19,444","10,677",955,"14,732","43,151",0,"30,481","37,809"
A148,0_3大都市圏以外,2_2人,1_1人以下,1_持ち家,1_就業,7_55〜59歳,1_65歳未満,584.0153453,"6,913,222","268,475","55,320","3,203","11,791","34,097",558,"6,577","90,104",0,"19,299","47,523"
A149,0_3大都市圏以外,2_2人,1_1人以下,1_持ち家,1_就業,7_55〜59歳,1_65歳未満,584.0153453,"6,252,625","787,525","40,142",976,"13,698","8,590","6,541","5,778","136,834",0,"12,651","562,310"
A150,0_3大都市圏以外,2_2人,1_1人以下,1_持ち家,1_就業,7_55〜59歳,1_65歳未満,584.0153453,"6,564,568","135,013","40,692",946,"8,406","3,576","3,232","11,934","29,267",0,"9,384","27,573"
A151,0_3大都市圏以外,2_2人,1_1人以下,1_持ち家,1_就業,7_55〜59歳,1_65歳未満,584.0153453,"6,826,659","266,699","60,988","9,075","15,472","2,049","3,078","17,209","87,156",0,"33,173","38,495"
A152,0_3大都市圏以外,2_2人,1_1人以下,1_持ち家,1_就業,7_55〜59歳,1_65歳未満,584.0153453,"5,739,974","214,988","58,764",334,"24,994","13,700","2,512","1,592","24,638",0,"17,800","70,652"
A153,0_3大都市圏以外,2_2人,1_1人以下,1_持ち家,1_就業,7_55〜59歳,1_65歳未満,584.0153453,"6,545,714","367,036","46,961","4,348","14,252","3,747","59,976","9,121","8,441",0,"15,738","204,448"
A154,0_3大都市圏以外,2_2人,1_1人以下,1_持ち家,1_就業,7_55〜59歳,1_65歳未満,584.0153453,"6,840,659","160,658","44,697","1,140","12,816","4,617","5,418","9,443","21,843",0,"30,925","29,754"
A155,0_3大都市圏以外,2_2人,1_1人以下,1_持ち家,1_就業,7_55〜59歳,1_65歳未満,584.0153453,"6,564,950","486,831","39,719","9,066","13,505","12,464","2,330","3,812","357,212",0,"27,033","21,685"
A156,0_3大都市圏以外,2_2人,1_1人以下,1_持ち家,1_就業,7_55〜59歳,1_65歳未満,584.0153453,"5,825,770","274,448","62,647","1,066","8,208","5,803","2,078","4,662","26,343",0,"6,527","157,110"
A157,0_3大都市圏以外,2_2人,1_1人以下,1_持ち家,1_就業,7_55〜59歳,1_65歳未満,584.0153453,"6,348,224","197,868","16,855","3,847","12,092","9,319","7,914","17,971","47,345",0,"9,633","72,890"
A158,0_3大都市圏以外,2_2人,1_1人以下,1_持ち家,1_就業,7_55〜59歳,1_65歳未満,584.0153453,"6,310,057","311,770","95,577","8,178","25,620","9,653","23,627","15,105","3,136",0,"24,540","106,331"
A159,0_3大都市圏以外,2_2人,1_1人以下,1_持ち家,1_就業,7_55〜59歳,1_65歳未満,584.0153453,"6,632,365","466,052","52,367",814,"16,477","4,424","6,742","169,679","19,994",0,"57,163","138,388"
A160,0_3大都市圏以外,2_2人,1_1人以下,1_持ち家,1_就業,7_55〜59歳,1_65歳未満,584.0153453,"6,374,768","272,331","64,219","46,196","17,016","1,607","2,335","4,897","1,944",0,"71,668","62,445"
A161,0_3大都市圏以外,2_2人,1_1人以下,1_持ち家,1_就業,7_55〜59歳,1_65歳未満,584.0153453,"6,867,205","206,529","65,877","5,704","15,331","11,035","4,076","15,353","24,263",0,"16,740","48,146"
A162,0_3大都市圏以外,2_2人,1_1人以下,1_持ち家,1_就業,7_55〜59歳,1_65歳未満,584.0153453,"6,361,790","188,775","59,170",124,"13,454","3,494","7,270","13,419","8,559",0,"30,488","52,791"
A163,0_3大都市圏以外,2_2人,1_1人以下,1_持ち家,1_就業,7_55〜59歳,1_65歳未満,584.0153453,"6,295,118","190,700","57,129","5,241","17,025","4,173","15,660","5,249","5,095",0,"26,787","54,337"
A164,0_3大都市圏以外,2_2人,1_1人以下,1_持ち家,1_就業,7_55〜59歳,1_65歳未満,584.0153453,"6,397,511","394,199","73,541",124,"17,724","7,183","3,887","17,193","3,057",0,"14,594","256,893"
A165,0_3大都市圏以外,2_2人,1_1人以下,1_持ち家,1_就業,7_55〜59歳,1_65歳未満,584.0153453,"6,203,824","357,039","62,804",239,"14,032","20,651","15,223","2,271","148,790",0,"53,947","39,079"
A166,0_3大都市圏以外,2_2人,1_1人以下,1_持ち家,1_就業,7_55〜59歳,1_65歳未満,584.0153453,"6,199,714","251,356","46,337","1,019","13,192","14,813","34,753","8,500","2,287",0,"100,532","29,918"
A167,0_3大都市圏以外,2_2人,1_1人以下,1_持ち家,1_就業,7_55〜59歳,1_65歳未満,584.0153453,"7,276,130","253,688","57,580",591,"12,561","1,608","4,643","6,248","5,020",0,"36,802","128,631"
A168,0_3大都市圏以外,2_2人,1_1人以下,1_持ち家,1_就業,7_55〜59歳,1_65歳未満,584.0153453,"6,498,547","335,184","44,299",883,"13,820","5,999","5,576","60,550","14,491",0,"13,745","175,817"
A169,0_3大都市圏以外,2_2人,1_1人以下,1_持ち家,1_就業,7_55〜59歳,1_65歳未満,584.0153453,"6,919,119","226,747","63,395","6,887","18,228","10,217","27,513","6,635","63,088",0,"8,461","22,320"
A170,0_3大都市圏以外,2_2人,1_1人以下,1_持ち家,1_就業,7_55〜59歳,1_65歳未満,584.0153453,"6,468,488","323,186","52,156","34,098","11,514","4,986","2,105","3,028","87,459",0,"78,697","49,140"
A171,0_3大都市圏以外,2_2人,1_1人以下,1_持ち家,1_就業,7_55〜59歳,1_65歳未満,584.0153453,"6,476,758","226,370","38,576","28,597","11,705","7,375","5,353","20,185","60,244",0,"28,093","26,238"
A172,0_3大都市圏以外,2_2人,1_1人以下,1_持ち家,1_就業,7_55〜59歳,1_65歳未満,584.0153453,"6,525,055","543,319","77,488","295,824","11,776","4,083","11,515","10,479","64,630",0,"14,060","53,459"
A173,0_3大都市圏以外,2_2人,1_1人以下,1_持ち家,1_就業,7_55〜59歳,1_65歳未満,584.0153453,"6,574,094","333,738","128,179",674,"31,430","5,913","4,460","5,134","67,095",0,"39,186","51,664"
A174,0_3大都市圏以外,2_2人,1_1人以下,1_持ち家,1_就業,7_55〜59歳,1_65歳未満,584.0153453,"6,506,184","320,519","70,264","4,939","19,544","29,145","11,547","6,542","4,900",0,"12,731","160,903"
A175,0_3大都市圏以外,2_2人,1_1人以下,1_持ち家,1_就業,7_55〜59歳,1_65歳未満,584.0153453,"6,452,668","430,868","56,130","4,623","16,712","4,202","20,654","4,975","273,990",0,"29,314","20,264"
A176,0_3大都市圏以外,2_2人,1_1人以下,1_持ち家,1_就業,7_55〜59歳,1_65歳未満,584.0153453,"6,368,957","191,528","44,645",518,"15,533","4,681","1,923","21,747","20,951",0,"23,583","57,944"
A177,0_3大都市圏以外,2_2人,1_1人以下,1_持ち家,1_就業,7_55〜59歳,1_65歳未満,584.0153453,"6,712,781","122,756","50,176","2,774","13,611","8,844","15,292","9,856","1,659",0,"10,306","10,233"
A178,0_3大都市圏以外,2_2人,1_1人以下,1_持ち家,1_就業,7_55〜59歳,1_65歳未満,584.0153453,"6,536,669","359,243","49,004","6,842","12,681","3,384","73,372","28,281","115,031",0,"13,662","56,980"
A179,0_3大都市圏以外,2_2人,1_1人以下,1_持ち家,1_就業,7_55〜59歳,1_65歳未満,584.0153453,"6,447,169","152,558","50,604",964,"14,016","3,856","9,295","5,613","13,321",0,"7,578","47,307"
A180,0_3大都市圏以外,2_2人,1_1人以下,1_持ち家,1_就業,7_55〜59歳,1_65歳未満,584.0153453,"6,556,383","226,605","48,132",528,"14,280","2,345","2,157","2,405","108,481",0,"15,382","32,892"
A181,0_3大都市圏以外,2_2人,1_1人以下,1_持ち家,1_就業,7_55〜59歳,1_65歳未満,584.0153453,"6,508,586","274,486","35,647","2,640","14,551","6,016","5,903","5,463","17,612",0,"32,407","154,244"
A182,0_3大都市圏以外,2_2人,1_1人以下,1_持ち家,1_就業,7_55〜59歳,1_65歳未満,584.0153453,"6,363,614","130,681","36,651","2,099","14,684","11,668","8,569","2,692","17,731",0,"13,532","23,053"
A183,0_3大都市圏以外,2_2人,1_1人以下,1_持ち家,1_就業,7_55〜59歳,1_65歳未満,584.0153453,"7,218,305","135,024","35,498","2,569","13,457","12,443","1,182","2,243","18,690",0,"26,145","22,792"
A184,0_3大都市圏以外,2_2人,1_1人以下,1_持ち家,1_就業,7_55〜59歳,1_65歳未満,584.0153453,"6,085,431","390,705","69,447","1,065","33,636","3,680","9,513","5,174","149,416",0,"37,730","81,041"
A185,0_3大都市圏以外,2_2人,1_1人以下,1_持ち家,1_就業,7_55〜59歳,1_65歳未満,584.0153453,"6,149,304","389,156","64,737","1,396","19,711","9,571","16,868","25,161","101,123",0,"9,612","140,974"
A186,0_3大都市圏以外,2_2人,1_1人以下,1_持ち家,1_就業,7_55〜59歳,1_65歳未満,584.0153453,"5,941,886","244,226","57,866","21,710","13,368","2,183","3,699","5,036","46,100",0,"28,811","65,448"
A187,0_3大都市圏以外,2_2人,1_1人以下,1_持ち家,1_就業,7_55〜59歳,1_65歳未満,584.0153453,"6,404,467","480,795","69,604","1,394","11,120","2,426","3,012","2,746","213,456",0,"21,234","155,799"
A188,0_3大都市圏以外,2_2人,1_1人以下,1_持ち家,1_就業,7_55〜59歳,1_65歳未満,584.0153453,"6,284,097","398,292","39,520","11,356","11,629","2,484","4,713","27,048","236,191",0,"40,379","24,967"
A189,0_3大都市圏以外,2_2人,1_1人以下,1_持ち家,1_就業,7_55〜59歳,1_65歳未満,584.0153453,"6,925,823","257,629","54,151","61,768","15,372","4,025","8,388","25,296","1,520",0,"31,483","55,622"
A190,0_3大都市圏以外,2_2人,1_1人以下,1_持ち家,1_就業,7_55〜59歳,1_65歳未満,584.0153453,"5,958,979","210,032","85,658",183,"23,468","19,859","9,365","2,860",642,0,"50,961","17,033"
A191,0_3大都市圏以外,2_2人,1_1人以下,1_持ち家,1_就業,7_55〜59歳,1_65歳未満,584.0153453,"6,284,489","173,228","85,303",687,"20,793","2,283","1,523","15,213","2,502",0,"10,923","33,998"
A192,0_3大都市圏以外,2_2人,1_1人以下,1_持ち家,1_就業,7_55〜59歳,1_65歳未満,584.0153453,"6,387,761","199,534","61,446","1,403","18,851","2,996","3,998","5,817","2,235",0,"11,184","91,599"
A193,0_3大都市圏以外,2_2人,1_1人以下,1_持ち家,1_就業,7_55〜59歳,1_65歳未満,584.0153453,"6,712,013","406,590","33,216",232,"14,798","5,242","9,799","22,102","38,483",0,"1,718","280,996"
A194,0_3大都市圏以外,2_2人,1_1人以下,1_持ち家,1_就業,7_55〜59歳,1_65歳未満,584.0153453,"6,060,973","165,301","44,249",66,"10,901","2,384","1,805","8,889","1,791",0,"25,948","69,265"
A195,0_3大都市圏以外,2_2人,1_1人以下,1_持ち家,1_就業,7_55〜59歳,1_65歳未満,584.0153453,"6,142,553","397,023","25,127","1,636","6,044","2,560","10,145","8,380","99,350",0,"12,230","231,548"
A196,0_3大都市圏以外,2_2人,1_1人以下,1_持ち家,1_就業,7_55〜59歳,1_65歳未満,584.0153453,"6,478,174","201,978","50,088","1,834","16,245","14,450","8,795","24,122","17,699",0,"11,054","57,687"
A197,0_3大都市圏以外,2_2人,1_1人以下,1_持ち家,1_就業,8_60〜64歳,1_65歳未満,571.9666667,"5,520,934","168,453","57,540","3,200","13,665","3,928","7,363","7,265","36,473",0,"7,331","31,682"
A198,0_3大都市圏以外,2_2人,1_1人以下,1_持ち家,1_就業,8_60〜64歳,1_65歳未満,571.9666667,"4,876,695","134,504","38,872","1,425","9,759","13,067","14,138","2,787","4,438",0,"20,890","29,124"
A199,0_3大都市圏以外,2_2人,1_1人以下,1_持ち家,1_就業,8_60〜64歳,1_65歳未満,571.9666667,"5,455,366","286,184","67,097",20,"12,622","5,145","70,054","3,530","28,777",0,"13,381","85,555"
A200,0_3大都市圏以外,2_2人,1_1人以下,1_持ち家,1_就業,8_60〜64歳,1_65歳未満,571.9666667,"5,351,462","347,624","63,869","12,323","20,684","25,785","3,733","7,022","2,855",0,"29,943","181,405"
A201,0_3大都市圏以外,2_2人,1_1人以下,1_持ち家,1_就業,8_60〜64歳,1_65歳未満,571.9666667,"5,374,353","569,929","39,740","78,484","8,169","1,238","8,202","1,173","84,569",0,"15,075","333,274"
A202,0_3大都市圏以外,2_2人,1_1人以下,1_持ち家,1_就業,8_60〜64歳,1_65歳未満,571.9666667,"5,055,845","174,251","30,879","60,599","9,244","4,670","19,384","16,104","25,283",0,"5,160","2,925"
A203,0_3大都市圏以外,2_2人,1_1人以下,1_持ち家,1_就業,8_60〜64歳,1_65歳未満,571.9666667,"5,255,835","224,262","45,814",519,"16,608","3,639","2,813","36,922","4,075",0,"55,474","58,392"
A204,0_3大都市圏以外,2_2人,1_1人以下,1_持ち家,1_就業,8_60〜64歳,1_65歳未満,571.9666667,"5,062,701","231,203","68,471","6,006","20,396","2,811","21,056","5,093","6,629",0,"79,142","21,594"
A205,0_3大都市圏以外,2_2人,1_1人以下,1_持ち家,1_就業,8_60〜64歳,1_65歳未満,571.9666667,"5,727,393","158,394","44,156","1,781","15,418","3,418","27,101","6,884","22,790",0,"4,100","32,741"
A206,0_3大都市圏以外,2_2人,1_1人以下,1_持ち家,1_就業,8_60〜64歳,1_65歳未満,571.9666667,"4,941,430","234,903","47,628","6,249","13,088","16,958","24,736","5,737","11,079",0,"21,307","88,116"
A207,0_3大都市圏以外,2_2人,1_1人以下,1_持ち家,1_就業,8_60〜64歳,1_65歳未満,571.9666667,"5,205,990","267,277","59,184","5,995","16,494","4,313","1,241","7,901","3,808",0,"79,187","89,150"
A208,0_3大都市圏以外,2_2人,1_1人以下,1_持ち家,1_就業,8_60〜64歳,1_65歳未満,571.9666667,"5,020,960","237,905","51,558","3,806","10,526","3,988","1,095","2,784","17,266",0,"77,312","69,565"
A209,0_3大都市圏以外,2_2人,1_1人以下,1_持ち家,1_就業,8_60〜64歳,1_65歳未満,571.9666667,"5,046,077","129,146","48,825",732,"16,130","4,000","1,085","1,085","4,675",0,"27,660","24,951"
A210,0_3大都市圏以外,2_2人,1_1人以下,1_持ち家,1_就業,8_60〜64歳,1_65歳未満,571.9666667,"5,309,873","451,133","43,141",533,"14,528",662,"14,168","6,648","98,038",0,"74,865","198,545"
A211,0_3大都市圏以外,2_2人,1_1人以下,1_持ち家,1_就業,8_60〜64歳,1_65歳未満,571.9666667,"5,508,573","160,874","53,052","9,451","20,549","7,280","9,673","8,359","7,686",0,"17,546","27,276"
A212,0_3大都市圏以外,2_2人,1_1人以下,1_持ち家,1_就業,8_60〜64歳,1_65歳未満,571.9666667,"5,361,373","337,562","57,803",784,"14,579","4,119","8,530","10,152","42,178",0,"16,821","182,591"
A213,0_3大都市圏以外,2_2人,1_1人以下,1_持ち家,1_就業,8_60〜64歳,1_65歳未満,571.9666667,"5,346,845","213,933","43,558","3,238","15,756","21,252","15,851","23,297","32,330",0,"7,273","51,374"
