ID,世帯人員,就業人員,居住地域,住居の所有関係,就業・非就業の別,企業規模,未既婚,子ども有無,年齢階級（5歳階級）,年齢階級（65歳未満か否か）,集計用乗率,年間収入,消費支出額,食費,住居費,光熱・水道費,家具・家事用品費,被服及び履物費,保健医療費,交通・通信費,教育費,教養娯楽費,その他の消費支出,１ヶ月平均CM視聴率,CM視聴率の高低,割付（A/B）,購入意向
D459,3_3人以上,1_1人以下,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,1_30歳未満,1_65歳未満,534.6451613,3899916,183584,43822,182,25610,3190,12383,5703,20848,1474,29560,40806,15.3,高視聴率層,A,2
D460,3_3人以上,1_1人以下,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,1_30歳未満,1_65歳未満,534.6451613,3905759,163048,41141,159,11012,12195,8222,29086,20951,3720,23956,12601,17.7,高視聴率層,B,3
D461,3_3人以上,1_1人以下,都市圏,1_持ち家,1_就業,中小企業,既婚,子ども有,1_30歳未満,1_65歳未満,534.6451613,4002399,172210,29389,132,11024,3337,12274,25146,35092,2090,27598,26123,8.9,中・低視聴率層,B,4
D462,3_3人以上,1_1人以下,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,1_30歳未満,1_65歳未満,534.6451613,4251428,150806,35169,126,11533,3568,16084,11409,38814,711,10008,23378,16.8,高視聴率層,B,5
D463,3_3人以上,1_1人以下,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,1_30歳未満,1_65歳未満,534.6451613,3779790,171764,39323,82,10846,7890,6278,13876,31382,2619,19936,39528,15,高視聴率層,A,2
D464,3_3人以上,1_1人以下,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,2_30〜34歳,1_65歳未満,579.7420635,4821512,174973,24769,535,13963,9056,29530,5234,54198,7197,10196,20292,6.4,中・低視聴率層,B,4
D465,3_3人以上,1_1人以下,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,2_30〜34歳,1_65歳未満,579.7420635,4842459,315464,51376,436,16063,16287,7435,1800,58623,15656,102864,44920,18.5,高視聴率層,A,2
D466,3_3人以上,1_1人以下,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,2_30〜34歳,1_65歳未満,579.7420635,4951303,203702,39626,2046,8801,8869,8950,11655,17646,13993,30072,62042,17.8,高視聴率層,A,3
D467,3_3人以上,1_1人以下,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,2_30〜34歳,1_65歳未満,579.7420635,4643056,190351,27844,9866,18485,40540,32969,12371,15660,6288,4760,21565,14.1,高視聴率層,A,3
D468,3_3人以上,1_1人以下,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,2_30〜34歳,1_65歳未満,579.7420635,4957044,361504,61245,188,13324,10710,43719,5628,27530,27221,20533,151402,15.8,高視聴率層,B,2
D469,3_3人以上,1_1人以下,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,2_30〜34歳,1_65歳未満,579.7420635,4485956,174764,30659,2246,15250,9204,18084,13869,19394,5987,3255,56811,17,高視聴率層,B,3
D470,3_3人以上,1_1人以下,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,2_30〜34歳,1_65歳未満,579.7420635,4831696,177412,24958,12039,8366,14938,12249,2002,15679,7997,17351,61829,11.7,中・低視聴率層,B,4
D471,3_3人以上,1_1人以下,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,2_30〜34歳,1_65歳未満,579.7420635,4928608,126982,23555,288,11300,1794,4784,8035,17378,3872,8538,47434,14.1,高視聴率層,B,3
D472,3_3人以上,1_1人以下,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,2_30〜34歳,1_65歳未満,579.7420635,4688522,189047,19792,1223,8697,15345,9854,3328,1488,3591,88203,37521,15.1,高視聴率層,A,5
D473,3_3人以上,1_1人以下,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,2_30〜34歳,1_65歳未満,579.7420635,4805560,799916,90160,513963,25989,2456,6113,6216,10340,58790,1331,84555,10.2,中・低視聴率層,A,1
D474,3_3人以上,1_1人以下,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,2_30〜34歳,1_65歳未満,579.7420635,4746244,110494,32829,82,24012,1831,4760,4306,4619,1130,10110,26813,15.6,高視聴率層,A,4
D475,3_3人以上,1_1人以下,都市圏,1_持ち家,1_就業,中小企業,既婚,子ども有,2_30〜34歳,1_65歳未満,579.7420635,4497130,273763,40177,1955,12475,4163,5834,11991,94857,20145,23922,58240,6.9,中・低視聴率層,B,1
D476,3_3人以上,1_1人以下,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,2_30〜34歳,1_65歳未満,579.7420635,4861118,152006,29317,1191,27367,2216,9225,5736,10877,22139,20137,23796,16.7,高視聴率層,B,3
D477,3_3人以上,1_1人以下,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,2_30〜34歳,1_65歳未満,579.7420635,4606169,176756,52996,602,15314,37518,9326,13772,2615,18130,6426,20052,15.6,高視聴率層,B,4
D478,3_3人以上,1_1人以下,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,2_30〜34歳,1_65歳未満,579.7420635,4695235,207188,57855,359,26405,7114,13776,5374,19990,5749,46345,24217,16.4,高視聴率層,A,3
D479,3_3人以上,1_1人以下,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,2_30〜34歳,1_65歳未満,579.7420635,4996943,221636,46608,552,23263,2851,17270,3564,3010,28906,20879,74729,11.6,中・低視聴率層,A,5
D480,3_3人以上,1_1人以下,都市圏,1_持ち家,1_就業,中小企業,既婚,子ども有,2_30〜34歳,1_65歳未満,579.7420635,4634059,203093,19730,12050,11609,12055,18825,3008,15371,47846,14975,47619,4.6,中・低視聴率層,B,4
D481,3_3人以上,1_1人以下,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,2_30〜34歳,1_65歳未満,579.7420635,4651187,383192,34895,34,24214,7540,7690,3820,62864,6094,38187,197850,15.7,高視聴率層,A,1
D482,3_3人以上,1_1人以下,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,2_30〜34歳,1_65歳未満,579.7420635,4583510,172508,35925,1217,19145,4507,4599,36510,6579,9361,40108,14552,14.3,高視聴率層,A,5
D483,3_3人以上,1_1人以下,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,2_30〜34歳,1_65歳未満,579.7420635,5007206,181090,44092,2645,13445,15117,7485,17601,12614,14288,25396,28403,16.6,高視聴率層,B,5
D484,3_3人以上,1_1人以下,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,2_30〜34歳,1_65歳未満,579.7420635,4784765,147010,45862,607,10522,6134,17071,2160,19519,3601,6829,34700,8.2,中・低視聴率層,B,3
D485,3_3人以上,1_1人以下,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,2_30〜34歳,1_65歳未満,579.7420635,4702051,192369,64944,1364,26156,5654,15433,14189,27133,2407,19002,16083,15.8,高視聴率層,B,5
D486,3_3人以上,1_1人以下,都市圏,1_持ち家,1_就業,中小企業,既婚,子ども有,2_30〜34歳,1_65歳未満,579.7420635,4673922,727241,44770,143,11814,5146,10940,17148,527736,52622,48692,8225,3.7,中・低視聴率層,A,3
D487,3_3人以上,1_1人以下,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,2_30〜34歳,1_65歳未満,579.7420635,4989453,186145,39110,427,9074,2262,5244,589,15318,60147,9571,44398,18.4,高視聴率層,A,1
D488,3_3人以上,1_1人以下,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,2_30〜34歳,1_65歳未満,579.7420635,4498521,194816,50794,162,12728,6000,9664,1362,65710,2742,18181,27469,16,高視聴率層,A,3
D489,3_3人以上,1_1人以下,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,2_30〜34歳,1_65歳未満,579.7420635,4877223,174627,36220,4080,12579,3768,7213,41068,3969,25739,6068,33919,16.6,高視聴率層,B,3
D490,3_3人以上,1_1人以下,都市圏,1_持ち家,1_就業,中小企業,既婚,子ども有,2_30〜34歳,1_65歳未満,579.7420635,5083039,317630,36667,442,15404,7618,24738,19782,128115,3351,12592,68916,10.7,中・低視聴率層,B,5
D491,3_3人以上,1_1人以下,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,2_30〜34歳,1_65歳未満,579.7420635,4835027,213903,41989,1974,12910,3361,9255,8714,23859,8386,73308,30142,15.4,高視聴率層,A,1
D492,3_3人以上,1_1人以下,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,2_30〜34歳,1_65歳未満,579.7420635,4672772,176117,63845,1712,7865,6563,5543,10996,11081,11636,16055,40815,12.2,中・低視聴率層,A,1
D493,3_3人以上,1_1人以下,都市圏,1_持ち家,1_就業,中小企業,既婚,子ども有,2_30〜34歳,1_65歳未満,579.7420635,4912123,164204,39083,505,15027,2374,14357,27590,2057,13321,25351,24535,8,中・低視聴率層,A,1
D494,3_3人以上,1_1人以下,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,2_30〜34歳,1_65歳未満,579.7420635,4474954,231516,46904,56,13685,3684,18385,9258,82330,4636,1982,50592,15.3,高視聴率層,A,2
D495,3_3人以上,1_1人以下,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,2_30〜34歳,1_65歳未満,579.7420635,4651075,151581,31005,753,15043,8569,9520,33876,11268,2272,8966,30304,16.8,高視聴率層,B,3
D496,3_3人以上,1_1人以下,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,2_30〜34歳,1_65歳未満,579.7420635,4551449,224217,38637,89,17709,5166,1739,4696,42942,2890,34061,76283,15.1,高視聴率層,B,3
D497,3_3人以上,1_1人以下,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,2_30〜34歳,1_65歳未満,579.7420635,4643410,181697,43498,14,21853,1897,7991,13173,42089,22439,5014,23725,9.7,中・低視聴率層,A,3
D498,3_3人以上,1_1人以下,都市圏,1_持ち家,1_就業,中小企業,既婚,子ども有,3_35〜39歳,1_65歳未満,581.6701903,5329171,199816,43755,1222,14060,12252,30029,5097,5510,37245,26891,23750,12.2,中・低視聴率層,A,1
D499,3_3人以上,1_1人以下,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,3_35〜39歳,1_65歳未満,581.6701903,5355053,221568,47977,287,13906,2853,6741,9046,7365,1305,30984,101100,14.9,高視聴率層,B,3
D500,3_3人以上,1_1人以下,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,3_35〜39歳,1_65歳未満,581.6701903,5587208,159150,61447,67,11778,7682,6829,22816,5241,4930,18618,19739,15,高視聴率層,A,2
D501,3_3人以上,1_1人以下,都市圏,1_持ち家,1_就業,中小企業,既婚,子ども有,3_35〜39歳,1_65歳未満,581.6701903,5715438,138123,47556,2070,14973,3272,11936,4855,9344,648,12814,30650,5,中・低視聴率層,A,1
D502,3_3人以上,1_1人以下,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,3_35〜39歳,1_65歳未満,581.6701903,5606300,136730,44361,752,14796,3812,10089,3200,3643,7775,19945,28352,15.5,高視聴率層,A,3
D503,3_3人以上,1_1人以下,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,3_35〜39歳,1_65歳未満,581.6701903,5563490,280372,92002,22,22859,38925,8886,2016,3607,22809,13630,75612,10.5,中・低視聴率層,A,5
D504,3_3人以上,1_1人以下,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,3_35〜39歳,1_65歳未満,581.6701903,5251442,229923,35573,287,14803,12559,21430,47608,27259,6689,19180,44530,14.2,高視聴率層,A,2
D505,3_3人以上,1_1人以下,都市圏,1_持ち家,1_就業,中小企業,既婚,子ども有,3_35〜39歳,1_65歳未満,581.6701903,5614241,255961,43912,55,13922,5464,3073,1298,160530,2500,4749,20453,5.6,中・低視聴率層,A,5
D506,3_3人以上,1_1人以下,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,3_35〜39歳,1_65歳未満,581.6701903,5565126,321586,77211,1968,23012,5802,11946,16648,9315,93795,71708,10175,18,高視聴率層,A,1
D507,3_3人以上,1_1人以下,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,3_35〜39歳,1_65歳未満,581.6701903,5448218,128906,40766,2761,22141,9996,13428,7431,2950,7318,4827,17283,16.5,高視聴率層,B,3
D508,3_3人以上,1_1人以下,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,3_35〜39歳,1_65歳未満,581.6701903,5813905,254117,68135,3502,14105,9983,2920,8244,10999,36190,26881,73153,12.7,中・低視聴率層,B,3
D509,3_3人以上,1_1人以下,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,3_35〜39歳,1_65歳未満,581.6701903,5362129,209731,47579,167,10627,1436,2810,9560,82288,9772,35851,9636,19,高視聴率層,A,3
D510,3_3人以上,1_1人以下,都市圏,1_持ち家,1_就業,中小企業,既婚,子ども有,3_35〜39歳,1_65歳未満,581.6701903,5047822,181802,49442,957,11646,4919,8507,20612,9571,17367,25653,33122,6.9,中・低視聴率層,B,2
D511,3_3人以上,1_1人以下,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,3_35〜39歳,1_65歳未満,581.6701903,5066066,485686,32549,12,12470,12795,6997,9394,330503,4842,25649,50470,15.5,高視聴率層,B,5
D512,3_3人以上,1_1人以下,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,3_35〜39歳,1_65歳未満,581.6701903,5223524,237988,55721,1110,13761,13364,19744,5721,1724,1528,14033,111275,14.7,高視聴率層,B,4
D513,3_3人以上,1_1人以下,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,3_35〜39歳,1_65歳未満,581.6701903,5458439,182485,49498,1179,10154,14923,23189,10603,7424,4967,47108,13436,9.9,中・低視聴率層,B,3
D514,3_3人以上,1_1人以下,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,3_35〜39歳,1_65歳未満,581.6701903,5695842,251924,80482,1241,24224,2802,1719,3815,51440,8363,23154,54679,15.1,高視聴率層,B,5
D515,3_3人以上,1_1人以下,都市圏,1_持ち家,1_就業,中小企業,既婚,子ども有,3_35〜39歳,1_65歳未満,581.6701903,5592062,192224,57775,3373,23923,17194,9111,2061,6458,10540,17165,44621,1.9,中・低視聴率層,B,3
D516,3_3人以上,1_1人以下,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,3_35〜39歳,1_65歳未満,581.6701903,5626861,212861,44904,207,34917,1644,3368,2791,8619,46191,20697,49519,18,高視聴率層,B,5
D517,3_3人以上,1_1人以下,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,3_35〜39歳,1_65歳未満,581.6701903,5755404,146174,48416,569,21401,2426,5496,22372,12058,1353,10224,21855,11.2,中・低視聴率層,B,5
D518,3_3人以上,1_1人以下,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,3_35〜39歳,1_65歳未満,581.6701903,5311723,182000,59453,97,16405,1794,15603,13601,9513,4374,46846,14310,17.9,高視聴率層,A,5
D519,3_3人以上,1_1人以下,都市圏,1_持ち家,1_就業,中小企業,既婚,子ども有,3_35〜39歳,1_65歳未満,581.6701903,5215033,209853,51510,2431,21633,5938,13996,8115,24426,3244,23644,54913,5.8,中・低視聴率層,B,5
D520,3_3人以上,1_1人以下,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,3_35〜39歳,1_65歳未満,581.6701903,5451092,299395,45412,32,19727,12772,2150,2083,61845,20333,69475,65561,16.4,高視聴率層,B,5
D521,3_3人以上,1_1人以下,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,3_35〜39歳,1_65歳未満,581.6701903,5815989,232964,30272,496,11049,37494,4598,1895,31740,10382,41790,63244,12.5,中・低視聴率層,A,2
D522,3_3人以上,1_1人以下,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,3_35〜39歳,1_65歳未満,581.6701903,5421365,355289,32335,1154,12379,43910,13517,55668,3980,148398,27499,16445,14,高視聴率層,B,5
D523,3_3人以上,1_1人以下,都市圏,1_持ち家,1_就業,中小企業,既婚,子ども有,3_35〜39歳,1_65歳未満,581.6701903,5195066,163251,38391,15,14709,5939,9980,992,12843,13700,53661,13017,4.4,中・低視聴率層,B,5
D524,3_3人以上,1_1人以下,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,3_35〜39歳,1_65歳未満,581.6701903,5094725,176326,30419,11236,20940,3123,7160,16127,24249,9116,31403,22546,11.5,中・低視聴率層,B,4
D525,3_3人以上,1_1人以下,都市圏,1_持ち家,1_就業,中小企業,既婚,子ども有,3_35〜39歳,1_65歳未満,581.6701903,5593755,265199,56833,1406,9133,8802,2489,3020,112708,8269,14441,48094,9.3,中・低視聴率層,B,3
D526,3_3人以上,1_1人以下,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,3_35〜39歳,1_65歳未満,581.6701903,5237895,176914,59304,421,17595,3222,36804,5333,17389,2591,21758,12492,14.8,高視聴率層,B,3
D527,3_3人以上,1_1人以下,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,3_35〜39歳,1_65歳未満,581.6701903,5388154,242036,44487,1064,12446,9488,3351,4805,9197,87095,18515,51584,14.4,高視聴率層,B,5
D528,3_3人以上,1_1人以下,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,3_35〜39歳,1_65歳未満,581.6701903,5474530,177258,44760,4601,15573,17623,6677,4519,30445,7766,19020,26269,6.1,中・低視聴率層,A,5
D529,3_3人以上,1_1人以下,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,3_35〜39歳,1_65歳未満,581.6701903,5343962,359263,72052,13114,19372,1727,6353,14270,174980,9681,10264,37444,14.3,高視聴率層,A,3
D530,3_3人以上,1_1人以下,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,3_35〜39歳,1_65歳未満,581.6701903,5772304,235981,33853,79053,14494,8591,1941,8154,5846,32451,43606,7988,15,高視聴率層,A,4
D531,3_3人以上,1_1人以下,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,4_40〜44歳,1_65歳未満,596.6934461,6483195,169677,36638,3303,15503,1870,29849,32372,6058,14866,19990,9225,14.9,高視聴率層,A,3
D532,3_3人以上,1_1人以下,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,4_40〜44歳,1_65歳未満,596.6934461,6656137,197117,46894,277,16237,2973,2684,9141,27360,8629,50557,32362,15.8,高視聴率層,A,2
D533,3_3人以上,1_1人以下,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,4_40〜44歳,1_65歳未満,596.6934461,6794643,305696,126973,31,30997,17762,2141,10237,6353,10446,79689,21062,6.2,中・低視聴率層,B,3
D534,3_3人以上,1_1人以下,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,4_40〜44歳,1_65歳未満,596.6934461,6472365,240081,68897,12,16985,7946,13399,23717,19300,39477,23706,26637,14.8,高視聴率層,A,3
D535,3_3人以上,1_1人以下,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,4_40〜44歳,1_65歳未満,596.6934461,6927647,215720,64867,4698,20332,3922,16669,8623,18217,9739,24755,43894,14.5,高視聴率層,A,2
D536,3_3人以上,1_1人以下,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,4_40〜44歳,1_65歳未満,596.6934461,6282081,268299,83329,945,24837,26090,2368,4435,49152,13541,14833,48765,15.7,高視聴率層,B,4
D537,3_3人以上,1_1人以下,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,4_40〜44歳,1_65歳未満,596.6934461,6955072,266885,72517,250,30303,12379,1026,12823,9580,8830,41651,77521,17.5,高視聴率層,A,5
D538,3_3人以上,1_1人以下,都市圏,1_持ち家,1_就業,中小企業,既婚,子ども有,4_40〜44歳,1_65歳未満,596.6934461,6611159,360403,80927,70,20477,18970,6568,7555,119303,35951,21291,49287,9.2,中・低視聴率層,A,2
D539,3_3人以上,1_1人以下,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,4_40〜44歳,1_65歳未満,596.6934461,6473551,271105,91511,2728,26563,16084,9298,8904,28112,13839,52355,21706,14.9,高視聴率層,B,3
D540,3_3人以上,1_1人以下,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,4_40〜44歳,1_65歳未満,596.6934461,6509201,436714,72573,422,21527,1426,26413,3075,206435,16428,47764,40645,16.8,高視聴率層,B,5
D541,3_3人以上,1_1人以下,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,4_40〜44歳,1_65歳未満,596.6934461,7035783,293354,69980,12735,19612,26317,7397,5494,20045,64960,22260,44550,15.8,高視聴率層,B,2
D542,3_3人以上,1_1人以下,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,4_40〜44歳,1_65歳未満,596.6934461,6510542,227265,48083,525,9889,19974,19188,2894,23630,17868,19432,65777,7.2,中・低視聴率層,B,5
D543,3_3人以上,1_1人以下,都市圏,1_持ち家,1_就業,中小企業,既婚,子ども有,4_40〜44歳,1_65歳未満,596.6934461,7129393,205654,50921,575,16812,1706,7132,19532,14003,4499,57327,33142,11.9,中・低視聴率層,A,1
D544,3_3人以上,1_1人以下,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,4_40〜44歳,1_65歳未満,596.6934461,6803204,352097,85033,5263,27700,7773,5675,3257,131946,4892,40555,39998,16.8,高視聴率層,A,1
D545,3_3人以上,1_1人以下,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,4_40〜44歳,1_65歳未満,596.6934461,7100232,293641,76331,468,23217,2260,28518,16247,72577,10909,22475,40633,14.2,高視聴率層,A,1
D546,3_3人以上,1_1人以下,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,4_40〜44歳,1_65歳未満,596.6934461,6317259,308605,75325,7147,20034,5337,11980,13697,127801,12941,18936,15402,11.6,中・低視聴率層,A,3
D547,3_3人以上,1_1人以下,都市圏,1_持ち家,1_就業,中小企業,既婚,子ども有,4_40〜44歳,1_65歳未満,596.6934461,6693144,191612,64332,105,18936,17416,7020,14439,11327,5775,37307,14950,5.9,中・低視聴率層,B,4
D548,3_3人以上,1_1人以下,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,4_40〜44歳,1_65歳未満,596.6934461,6849466,466309,59328,5521,16298,1822,9743,9136,237258,62942,42609,21647,16.5,高視聴率層,B,3
D549,3_3人以上,1_1人以下,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,4_40〜44歳,1_65歳未満,596.6934461,6338925,203854,69605,161,12155,16278,12576,6370,3635,9031,32478,41560,3.8,中・低視聴率層,A,1
D550,3_3人以上,1_1人以下,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,4_40〜44歳,1_65歳未満,596.6934461,6473270,226501,71233,4947,12339,689,6288,14395,8239,60233,35680,12454,14.3,高視聴率層,B,4
D551,3_3人以上,1_1人以下,都市圏,1_持ち家,1_就業,中小企業,既婚,子ども有,4_40〜44歳,1_65歳未満,596.6934461,6283406,329278,60248,1523,17576,1558,9622,3373,30749,54016,105466,45143,12.5,中・低視聴率層,B,3
D552,3_3人以上,1_1人以下,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,4_40〜44歳,1_65歳未満,596.6934461,7298639,222144,58119,1158,16880,11552,8841,3564,26815,12664,53982,28565,18.4,高視聴率層,A,3
D553,3_3人以上,1_1人以下,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,4_40〜44歳,1_65歳未満,596.6934461,6650535,150734,42555,6288,7838,23685,6423,4063,5472,7720,22239,24447,17.4,高視聴率層,B,3
D554,3_3人以上,1_1人以下,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,4_40〜44歳,1_65歳未満,596.6934461,6600790,295394,70446,3526,27882,6558,26628,2786,24901,85749,22475,24438,15.6,高視聴率層,B,4
D555,3_3人以上,1_1人以下,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,4_40〜44歳,1_65歳未満,596.6934461,6442941,685899,75196,55,24168,16414,9373,17116,479483,8414,38424,17250,11.8,中・低視聴率層,B,5
D556,3_3人以上,1_1人以下,都市圏,1_持ち家,1_就業,中小企業,既婚,子ども有,4_40〜44歳,1_65歳未満,596.6934461,6666032,225308,56405,4429,16873,6682,23652,4494,6850,27034,17982,60902,12.2,中・低視聴率層,B,2
D557,3_3人以上,1_1人以下,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,4_40〜44歳,1_65歳未満,596.6934461,6787132,298667,89693,2618,21337,15274,48033,3600,38760,26034,38471,14842,16.8,高視聴率層,B,4
D558,3_3人以上,1_1人以下,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,4_40〜44歳,1_65歳未満,596.6934461,6264583,380132,152684,4853,28143,13233,21198,7358,79332,6796,35671,30858,11.7,中・低視聴率層,A,2
D559,3_3人以上,1_1人以下,都市圏,1_持ち家,1_就業,中小企業,既婚,子ども有,4_40〜44歳,1_65歳未満,596.6934461,6912019,154766,27594,135,12480,1864,6997,15473,13996,2363,18116,55743,11.7,中・低視聴率層,B,5
D560,3_3人以上,1_1人以下,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,4_40〜44歳,1_65歳未満,596.6934461,6754811,245498,88829,321,20795,5309,11918,11964,14663,15956,26221,49516,15,高視聴率層,B,5
D561,3_3人以上,1_1人以下,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,4_40〜44歳,1_65歳未満,596.6934461,6923935,164205,62197,27,15672,3720,3672,3273,17603,19329,13536,25173,16.7,高視聴率層,B,3
D562,3_3人以上,1_1人以下,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,5_45〜49歳,1_65歳未満,603.160804,6622535,254021,78168,13184,29472,2189,14153,4616,7995,37906,9690,56642,19.5,高視聴率層,A,3
D563,3_3人以上,1_1人以下,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,5_45〜49歳,1_65歳未満,603.160804,7355128,448973,113393,12627,36415,1754,8009,8199,79939,7578,12893,168161,9,中・低視聴率層,A,4
D564,3_3人以上,1_1人以下,都市圏,1_持ち家,1_就業,中小企業,既婚,子ども有,5_45〜49歳,1_65歳未満,603.160804,6822606,1256750,62658,101,16425,4094,19596,5100,765858,104564,248387,29963,11.4,中・低視聴率層,B,5
D565,3_3人以上,1_1人以下,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,5_45〜49歳,1_65歳未満,603.160804,7093297,403951,97854,904,13922,15290,22111,1477,8918,21400,136209,85859,15.4,高視聴率層,A,2
D566,3_3人以上,1_1人以下,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,5_45〜49歳,1_65歳未満,603.160804,7080428,478920,130101,6096,29471,480,6782,681,63130,100739,114373,27063,10.1,中・低視聴率層,B,3
D567,3_3人以上,1_1人以下,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,5_45〜49歳,1_65歳未満,603.160804,8018016,437274,105722,23,40224,19147,11385,21897,11739,26555,16392,184185,15.1,高視聴率層,A,1
D568,3_3人以上,1_1人以下,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,5_45〜49歳,1_65歳未満,603.160804,6864330,240896,81949,31,34103,8453,3956,16463,10381,13616,13148,58790,14.4,高視聴率層,A,5
D569,3_3人以上,1_1人以下,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,5_45〜49歳,1_65歳未満,603.160804,6774662,378376,169827,323,41494,3865,17708,13745,37226,19648,8070,66465,14.7,高視聴率層,A,2
D570,3_3人以上,1_1人以下,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,5_45〜49歳,1_65歳未満,603.160804,7211635,256452,81955,1111,25217,1334,20729,20130,78654,12677,6390,8250,16.5,高視聴率層,A,4
D571,3_3人以上,1_1人以下,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,5_45〜49歳,1_65歳未満,603.160804,6594696,260729,79843,378,28964,21941,3727,9396,26015,49991,20001,20468,9.2,中・低視聴率層,A,5
